gia_ban,dien_tich,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,chieu_dai,e_Quận Gò Vấp,e_Quận Phú Nhuận
7.99,50.0,0,5,8.0,3.0,3.0,1,6,5.0,10.4,0.0,0.0
4.89,56.0,0,5,3.0,3.0,3.0,1,7,4.0,14.0,0.0,0.0
4.95,56.0,0,5,2.0,1.0,3.0,1,7,4.0,12.0,0.0,0.0
23.0,156.0,3,5,4.0,4.0,3.0,4,2,7.1,18.0,0.0,0.0
6.2,36.0,0,5,3.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
6.5,63.8,0,5,4.0,3.0,2.0,3,6,3.2,20.0,0.0,0.0
8.6,80.0,0,5,5.0,5.0,3.0,1,7,5.0,16.0,0.0,0.0
7.7,50.0,0,5,4.0,4.0,4.0,2,6,4.0,13.0,0.0,0.0
8.9,80.0,0,5,4.0,4.0,2.0,2,2,4.0,20.0,0.0,0.0
4.5,22.2,0,5,3.0,3.0,3.0,1,2,3.95,6.0,0.0,0.0
4.0,44.0,0,5,3.0,3.0,1.0,3,7,4.0,11.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
15.5,120.0,4,5,5.0,6.0,3.0,3,2,6.0,20.0,0.0,0.0
9.5,80.0,3,5,3.0,3.0,2.0,3,7,5.0,12.5,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.55,40.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.85,35.0,0,5,3.0,4.0,4.0,4,2,4.1,8.0,0.0,0.0
7.36,40.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.2,48.0,0,5,2.0,2.0,2.0,2,2,4.4,11.0,0.0,0.0
6.2,48.0,0,5,2.0,2.0,2.0,1,2,4.0,11.0,0.0,0.0
6.45,47.0,0,5,3.0,2.0,2.0,1,2,9.0,5.2,0.0,0.0
3.45,18.0,0,5,2.0,1.0,2.0,1,2,3.1,6.5,0.0,0.0
4.0,35.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
5.0,54.0,0,5,2.0,1.0,3.0,1,6,4.0,12.0,0.0,0.0
14.0,121.0,0,5,9.0,6.0,3.0,2,7,4.2,29.0,0.0,0.0
23.5,167.0,0,5,2.0,2.0,1.0,1,7,9.0,18.0,0.0,0.0
6.9,127.0,0,5,10.0,3.0,3.0,1,7,7.5,18.0,0.0,0.0
6.8,58.0,0,5,2.0,2.0,3.0,1,6,3.5,17.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.55,36.0,0,5,3.0,4.0,3.0,1,6,4.1,8.0,0.0,0.0
23.999,118.0,0,5,10.0,3.0,3.0,1,6,6.0,18.5,0.0,0.0
9.0,45.0,3,5,3.0,2.0,3.0,2,2,3.2,14.0,0.0,0.0
6.2,48.0,0,5,2.0,2.0,3.0,1,7,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.65,51.0,0,5,3.0,2.0,2.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
23.0,164.0,0,5,3.0,2.0,3.0,1,2,9.0,18.0,0.0,0.0
7.5,49.0,0,5,2.0,2.0,2.0,2,2,3.0,16.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.85,36.0,0,5,3.0,4.0,4.0,4,7,4.8,8.0,0.0,0.0
12.5,70.0,0,5,6.0,4.0,4.0,3,7,4.5,16.0,0.0,0.0
2.7,15.0,0,5,2.0,2.0,2.0,1,2,3.0,5.0,0.0,0.0
9.9,52.0,0,5,4.0,6.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.55,36.0,0,5,3.0,4.0,4.0,1,2,4.1,8.0,0.0,0.0
7.779,40.0,3,5,3.0,4.0,3.0,1,6,4.0,12.0,0.0,0.0
6.8,43.0,0,5,2.0,2.0,2.0,2,6,4.0,12.0,0.0,0.0
4.86,37.0,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
3.85,21.3,0,5,3.0,3.0,3.0,4,2,7.0,3.1,0.0,0.0
4.65,46.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.45,21.0,0,5,2.0,3.0,2.0,1,6,3.0,7.0,0.0,0.0
6.39,30.0,0,5,5.0,5.0,4.0,1,2,3.0,10.0,0.0,0.0
5.7,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.75,32.0,0,5,2.0,2.0,2.0,2,6,4.0,8.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.5,54.0,0,5,2.0,2.0,2.0,2,2,3.0,18.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.0,68.0,0,5,3.0,3.0,2.0,3,7,4.0,17.0,0.0,0.0
4.35,24.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
7.2,44.0,0,5,4.0,4.0,3.0,1,2,4.3,10.0,0.0,0.0
5.4,30.0,0,5,2.0,3.0,2.0,1,7,4.0,12.0,0.0,0.0
6.8,60.0,0,5,3.0,2.0,2.0,1,6,4.0,12.0,0.0,0.0
9.75,60.0,0,5,6.0,6.0,4.0,1,7,4.0,15.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.8,36.0,0,5,5.0,3.0,2.0,4,2,3.6,10.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.48,34.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.7,24.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.68,23.0,0,5,2.0,3.0,4.0,1,7,3.7,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
10.9,40.0,3,5,2.0,3.0,3.0,1,2,3.8,10.5,0.0,0.0
4.66,26.0,0,5,2.0,2.0,2.0,4,2,4.0,12.0,0.0,0.0
11.7,76.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
35.0,200.0,0,5,10.0,6.0,3.0,1,7,8.0,25.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
2.3,15.0,0,5,1.0,3.0,3.0,1,6,3.0,5.0,0.0,0.0
4.5,53.0,0,5,3.0,3.0,3.0,3,3,3.5,15.0,0.0,0.0
5.0,28.0,0,5,2.0,3.0,3.0,2,7,4.0,12.0,0.0,0.0
7.9,69.0,0,5,2.0,2.0,1.0,0,1,5.0,13.0,0.0,0.0
6.95,27.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
2.2,12.0,0,5,1.0,2.0,2.0,1,2,3.0,4.0,0.0,0.0
2.55,23.0,0,5,1.0,1.0,2.0,2,2,4.0,6.0,0.0,0.0
3.68,18.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.78,26.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.66,28.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.98,28.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.58,21.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.0,20.0,0,5,2.0,3.0,3.0,4,2,3.1,6.5,0.0,0.0
6.28,43.0,0,5,2.0,2.0,1.0,1,2,4.5,10.0,0.0,0.0
4.9,30.0,0,5,2.0,2.0,3.0,3,7,4.0,8.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.8,32.0,2,5,3.0,3.0,3.0,4,7,4.0,8.0,0.0,0.0
4.86,30.0,0,5,5.0,4.0,4.0,4,6,4.0,12.0,0.0,0.0
8.95,38.0,0,5,3.0,4.0,4.0,4,7,4.5,9.0,0.0,0.0
31.0,200.0,3,5,2.0,3.0,2.0,0,7,9.0,15.9,0.0,0.0
4.28,20.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.7,26.5,0,5,2.0,2.0,1.0,3,2,7.8,3.4,0.0,0.0
9.5,48.0,0,5,3.0,3.0,1.0,2,7,3.0,16.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
1.45,10.0,3,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.5,52.0,3,5,2.0,3.0,4.0,3,4,6.0,10.0,0.0,0.0
22.5,160.0,4,5,4.0,5.0,1.0,3,7,4.0,12.0,0.0,0.0
15.46,55.0,3,5,5.0,4.0,4.0,2,7,3.5,15.5,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
11.6,103.0,0,5,10.0,6.0,3.0,3,2,12.0,10.0,0.0,0.0
11.4,59.4,0,5,3.0,4.0,3.0,3,7,4.0,12.0,0.0,0.0
13.0,61.0,0,5,9.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.2,44.5,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,7,3.2,10.0,0.0,0.0
4.78,26.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.66,28.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.86,30.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
40.0,204.0,3,5,8.0,6.0,3.0,2,4,4.0,12.0,0.0,0.0
8.3,32.0,0,5,7.0,3.0,3.0,1,7,3.2,10.0,0.0,0.0
8.3,32.0,0,5,4.0,3.0,3.0,1,7,3.2,10.0,0.0,0.0
2.1,24.0,0,5,1.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.2,51.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
9.0,226.0,2,5,4.0,3.0,1.0,1,6,4.0,12.0,0.0,0.0
6.7,49.1,1,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
12.0,26.0,3,5,3.0,3.0,3.0,3,2,4.0,12.0,0.0,0.0
12.5,121.0,0,5,6.0,4.0,3.0,0,2,4000.0,24000.0,0.0,0.0
12.0,40.25,3,5,4.0,3.0,3.0,2,6,3.6,11.25,0.0,0.0
2.7,17.0,0,5,2.0,2.0,2.0,1,7,4.0,5.0,0.0,0.0
4.5,35.6,0,5,3.0,3.0,3.0,4,2,4.0,12.0,0.0,0.0
4.6,32.1,0,5,4.0,3.0,3.0,1,7,3.5,10.0,0.0,0.0
8.6,99.0,0,5,3.0,3.0,2.0,1,7,5.2,18.0,1.0,0.0
14.2,92.0,0,5,4.0,6.0,3.0,4,7,4.0,23.0,1.0,0.0
10.9,72.0,0,5,4.0,5.0,3.0,1,7,4.0,18.0,1.0,0.0
25.5,125.0,3,5,2.0,3.0,3.0,1,4,11.0,12.5,1.0,0.0
5.379,31.5,0,5,5.0,3.0,3.0,4,2,3.0,11.0,1.0,0.0
7.4,48.0,0,5,6.0,4.0,3.0,3,7,4.0,12.0,1.0,0.0
13.9,100.0,3,5,10.0,6.0,6.0,4,2,5.0,20.0,1.0,0.0
7.75,48.0,3,5,4.0,3.0,3.0,4,7,4.0,12.0,1.0,0.0
4.59,27.9,0,5,3.0,3.0,3.0,3,2,3.1,9.0,1.0,0.0
6.8,42.0,0,5,3.0,4.0,4.0,1,7,4.2,10.0,1.0,0.0
6.0,54.0,0,5,2.0,3.0,2.0,1,7,4.0,12.0,1.0,0.0
23.5,130.0,0,5,10.0,6.0,6.0,3,7,6.0,21.0,1.0,0.0
13.5,56.0,0,5,6.0,6.0,6.0,4,7,4.0,14.0,1.0,0.0
8.35,50.0,3,5,4.0,3.0,4.0,2,2,4.1,13.0,1.0,0.0
24.8,80.0,2,5,1.0,1.0,3.0,3,2,5.0,19.0,1.0,0.0
8.7,48.0,0,5,4.0,5.0,3.0,1,7,4.0,12.0,1.0,0.0
8.6,99.0,0,5,3.0,3.0,2.0,1,7,5.2,18.0,1.0,0.0
2.85,36.0,0,5,4.0,3.0,4.0,1,2,4.0,12.0,1.0,0.0
9.79,125.0,0,5,7.0,6.0,3.0,1,7,6.0,21.0,1.0,0.0
12.0,80.0,0,5,5.0,5.0,3.0,3,7,4.0,20.0,1.0,0.0
3.55,32.0,0,5,2.0,3.0,2.0,3,7,3.2,10.0,1.0,0.0
5.49,67.0,0,5,2.0,3.0,2.0,1,2,4.0,17.0,1.0,0.0
20.0,143.0,0,5,10.0,3.0,6.0,1,7,10.0,16.0,1.0,0.0
9.0,60.0,0,1,4.0,5.0,3.0,1,7,4.0,15.0,1.0,0.0
6.98,42.0,3,5,4.0,5.0,4.0,4,7,4.85,9.0,1.0,0.0
8.6,99.0,0,5,3.0,3.0,2.0,1,7,5.2,18.0,1.0,0.0
25.5,125.0,3,5,2.0,3.0,3.0,1,4,11.0,12.5,1.0,0.0
7.3,40.0,0,5,5.0,5.0,4.0,4,7,3.8,11.0,1.0,0.0
6.4,80.0,0,1,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
7.2,58.0,0,5,5.0,6.0,5.0,3,7,4.0,15.0,1.0,0.0
5.38,31.0,0,5,2.0,3.0,2.0,3,7,4.2,8.0,1.0,0.0
7.3,70.0,0,5,3.0,4.0,4.0,3,7,4.0,17.5,1.0,0.0
9.6,58.0,0,5,3.0,4.0,6.0,4,7,5.2,10.0,1.0,0.0
8.49,53.0,0,5,4.0,5.0,5.0,3,7,4.8,11.0,1.0,0.0
3.25,23.0,0,5,2.0,3.0,2.0,1,2,4.0,12.0,1.0,0.0
9.5,70.0,0,5,3.0,2.0,3.0,1,7,5.3,14.0,1.0,0.0
26.0,88.0,0,5,10.0,3.0,3.0,1,7,8.0,11.0,1.0,0.0
26.0,96.0,0,5,10.0,6.0,3.0,3,7,6.0,16.0,1.0,0.0
5.85,48.0,0,5,3.0,2.0,2.0,4,0,4.0,12.0,1.0,0.0
5.75,44.0,0,5,4.0,3.0,4.0,1,6,4.0,12.0,1.0,0.0
7.6,63.0,0,5,3.0,3.0,2.0,2,7,7.0,9.0,1.0,0.0
7.3,70.0,0,1,3.0,4.0,4.0,1,7,4.0,18.0,1.0,0.0
4.89,48.0,2,5,2.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
5.79,35.0,3,5,3.0,4.0,3.0,3,2,3.5,14.0,1.0,0.0
4.9,46.0,0,5,2.0,2.0,1.0,3,2,4.0,12.0,1.0,0.0
3.45,20.0,0,5,3.0,3.0,4.0,1,2,4.0,12.0,1.0,0.0
8.5,84.0,0,5,6.0,6.0,2.0,1,7,3.55,24.8,1.0,0.0
6.55,52.0,0,5,4.0,3.0,4.0,1,7,4.0,13.0,1.0,0.0
12.999,119.0,0,5,5.0,3.0,5.0,3,7,6.55,18.0,1.0,0.0
4.0,30.0,0,5,2.0,2.0,2.0,4,7,5.0,6.0,1.0,0.0
14.5,133.0,0,5,4.0,3.0,3.0,2,6,5.5,23.0,1.0,0.0
4.888,60.0,0,5,3.0,3.0,3.0,4,2,4.0,12.0,1.0,0.0
7.68,41.6,2,5,3.0,3.0,3.0,3,7,4.0,11.5,1.0,0.0
7.65,63.0,0,5,5.0,6.0,4.0,4,7,4.0,16.0,1.0,0.0
11.3,85.0,3,1,3.0,4.0,2.0,1,7,4.0,12.0,1.0,0.0
7.85,70.0,0,5,10.0,6.0,4.0,2,7,4.0,17.3,1.0,0.0
42.0,192.0,3,1,5.0,3.0,4.0,1,6,11.5,19.0,1.0,0.0
6.075,55.3,0,5,4.0,4.0,4.0,4,7,4.2,13.0,1.0,0.0
1.9,15.0,0,5,1.0,3.0,2.0,1,2,4.0,12.0,1.0,0.0
6.6,51.0,3,5,4.0,4.0,4.0,4,7,3.7,14.0,1.0,0.0
6.95,34.0,0,5,4.0,3.0,3.0,1,6,3.9,9.2,1.0,0.0
2.17,15.0,0,5,1.0,1.0,1.0,2,6,3.0,5.0,1.0,0.0
15.0,104.0,3,1,6.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
2.78,21.0,0,5,2.0,2.0,3.0,1,7,3.2,7.0,1.0,0.0
3.88,22.8,0,5,2.0,2.0,2.0,3,7,3.18,8.0,1.0,0.0
8.7,85.5,0,1,4.0,3.0,3.0,1,7,5.0,18.0,1.0,0.0
2.3,18.0,0,5,1.0,2.0,2.0,1,2,6.1,3.1,1.0,0.0
2.3,18.0,0,5,1.0,2.0,2.0,1,2,6.1,3.1,1.0,0.0
3.85,46.7,0,5,3.0,2.0,2.0,2,2,8.5,5.5,1.0,0.0
4.0,30.0,0,5,2.0,2.0,2.0,4,2,4.0,12.0,1.0,0.0
7.48,60.0,0,5,3.0,2.0,2.0,3,7,4.0,15.0,1.0,0.0
3.12,22.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,1.0,0.0
8.5,44.0,2,5,3.0,3.0,3.0,1,2,4.2,12.0,1.0,0.0
4.6,45.0,0,5,4.0,3.0,4.0,2,7,3.4,13.5,1.0,0.0
4.88,45.0,0,5,2.0,2.0,2.0,3,7,4.1,11.0,1.0,0.0
4.85,41.0,0,5,2.0,2.0,3.0,4,7,4.05,10.0,1.0,0.0
8.5,104.0,0,5,3.0,4.0,3.0,4,7,5.2,20.0,1.0,0.0
4.0,25.0,0,5,3.0,4.0,4.0,4,7,3.5,7.0,1.0,0.0
4.88,35.0,3,1,2.0,2.0,1.0,4,7,3.5,10.0,1.0,0.0
4.9,40.0,0,5,2.0,2.0,2.0,3,7,4.0,10.0,1.0,0.0
10.3,82.7,2,5,10.0,6.0,3.0,1,7,5.0,16.0,1.0,0.0
2.55,20.0,0,5,1.0,2.0,1.0,1,2,3.15,5.5,1.0,0.0
8.6,100.0,0,5,3.0,3.0,2.0,1,7,5.2,19.0,1.0,0.0
3.8,25.0,0,5,2.0,3.0,2.0,1,7,4.0,12.0,1.0,0.0
5.9,72.9,0,5,3.0,2.0,2.0,4,2,5.4,13.5,1.0,0.0
4.09,25.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
14.5,64.0,0,5,6.0,6.0,5.0,3,7,4.0,16.0,1.0,0.0
2.48,20.0,0,5,2.0,1.0,2.0,4,6,4.0,5.0,1.0,0.0
6.59,40.0,0,5,3.0,4.0,4.0,4,7,4.0,12.0,1.0,0.0
8.7,100.8,2,5,3.0,3.0,3.0,3,6,4.0,25.0,1.0,0.0
2.0,25.0,0,5,2.0,2.0,2.0,2,7,6.1,4.09,1.0,0.0
19.99,140.0,4,5,5.0,6.0,3.0,1,2,7.0,20.0,1.0,0.0
6.5,80.0,0,1,2.0,2.0,3.0,1,7,4.0,20.0,1.0,0.0
5.1,69.0,0,5,3.0,3.0,2.0,1,7,4.0,17.0,1.0,0.0
5.56,35.0,0,5,3.0,3.0,2.0,1,7,3.5,10.0,1.0,0.0
1.95,14.0,0,5,1.0,1.0,2.0,1,6,3.0,6.0,1.0,0.0
4.85,68.0,0,1,4.0,3.0,2.0,1,7,4.0,17.0,1.0,0.0
4.09,22.0,0,5,3.0,3.0,3.0,4,2,4.9,4.5,1.0,0.0
7.99,64.0,3,5,3.0,2.0,2.0,3,7,4.0,16.0,1.0,0.0
6.68,43.0,0,5,4.0,3.0,4.0,3,7,4.0,11.0,1.0,0.0
5.7,45.0,0,5,6.0,3.0,3.0,4,7,4.0,12.0,1.0,0.0
2.68,19.0,0,1,1.0,2.0,2.0,1,2,4.0,5.0,1.0,0.0
4.8,35.0,0,5,3.0,3.0,3.0,4,7,4.0,12.0,1.0,0.0
11.0,70.0,0,5,4.0,5.0,3.0,4,7,4.0,12.0,1.0,0.0
4.1,30.0,0,5,2.0,2.0,2.0,4,2,4.0,12.0,1.0,0.0
6.45,88.0,0,5,3.0,2.0,1.0,1,2,4.7,18.8,1.0,0.0
5.65,32.0,0,5,2.0,3.0,3.0,3,6,4.0,12.0,1.0,0.0
5.65,32.0,0,5,2.0,3.0,3.0,3,6,4.0,12.0,1.0,0.0
4.7,35.0,0,5,2.0,2.0,2.0,4,7,4.0,12.0,1.0,0.0
4.5,30.0,0,5,2.0,2.0,2.0,3,7,4.0,12.0,1.0,0.0
4.2,30.0,0,5,3.0,3.0,3.0,4,2,4.0,12.0,1.0,0.0
3.75,24.0,0,5,2.0,2.0,2.0,4,7,3.0,8.0,1.0,0.0
4.7,42.0,0,5,3.0,3.0,2.0,3,7,3.0,14.0,1.0,0.0
2.74,15.3,0,5,2.0,1.0,2.0,3,2,4.0,12.0,1.0,0.0
11.6,88.0,0,5,7.0,6.0,5.0,4,7,4.0,12.0,1.0,0.0
4.0,30.1,0,5,2.0,2.0,2.0,4,7,4.3,7.0,1.0,0.0
5.97,39.0,0,5,3.0,3.0,3.0,4,2,4.0,12.0,1.0,0.0
3.95,26.0,0,5,2.0,2.0,2.0,4,7,4.6,6.0,1.0,0.0
5.85,48.0,0,1,3.0,3.0,3.0,1,7,4.0,12.0,1.0,0.0
7.55,52.0,0,5,4.0,3.0,3.0,1,7,4.4,12.0,1.0,0.0
4.59,27.0,0,5,3.0,3.0,3.0,3,2,3.0,9.0,1.0,0.0
4.95,40.0,0,1,2.0,3.0,3.0,1,7,4.0,10.0,1.0,0.0
4.7,36.0,4,1,2.0,3.0,3.0,1,7,4.0,9.0,1.0,0.0
6.58,51.6,0,1,4.0,3.0,3.0,1,7,4.3,12.0,1.0,0.0
3.95,27.0,0,1,2.0,3.0,3.0,1,7,4.5,6.0,1.0,0.0
8.6,96.0,0,5,10.0,6.0,4.0,4,7,4.0,24.0,1.0,0.0
1.9,12.0,0,5,1.0,1.0,1.0,4,7,3.0,4.0,1.0,0.0
3.45,30.0,0,5,2.0,2.0,2.0,2,6,3.0,10.0,1.0,0.0
15.5,87.4,3,5,6.0,6.0,3.0,4,7,4.0,20.0,1.0,0.0
9.8,64.0,3,5,5.0,3.0,3.0,1,7,4.0,16.0,1.0,0.0
4.85,36.0,0,5,2.0,2.0,2.0,2,2,4.0,10.0,1.0,0.0
6.58,44.0,0,5,4.0,3.0,4.0,4,7,4.0,11.0,1.0,0.0
6.5,60.0,0,5,3.0,3.0,2.0,3,5,5.0,12.0,1.0,0.0
4.0,32.0,0,5,3.0,4.0,3.0,3,7,6.3,5.0,1.0,0.0
9.95,43.6,0,5,4.0,6.0,3.0,1,2,4.0,10.9,1.0,0.0
5.3,57.0,2,5,4.0,3.0,1.0,4,2,5.0,11.3,1.0,0.0
